City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
353,Hanna,CA,51.6334,-111.9018,37.42,86,90,light rain
354,Shush,IR,32.1942,48.2436,65.01,38,100,overcast clouds
355,Madinat Sittah Uktubar,EG,29.8167,31.05,60.4,48,1,clear sky
356,Khurba,RU,50.4072,136.8819,10.08,95,82,broken clouds
357,Kavaratti,IN,10.5669,72.642,80.15,74,5,clear sky
358,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,91,100,overcast clouds
359,Zhezkazgan,KZ,47.8043,67.7144,13.39,54,95,overcast clouds
360,Nenjiang,CN,49.1833,125.2167,6.85,96,37,scattered clouds
361,Carroll,US,39.5501,-77.0164,41.92,62,90,overcast clouds
362,Deputatskiy,RU,69.3,139.9,-35.54,83,98,overcast clouds
363,Klaksvik,FO,62.2266,-6.589,38.32,78,100,overcast clouds
364,Swift Current,CA,50.2834,-107.8014,38.21,70,1,clear sky
365,Kuandian,CN,40.7286,124.7847,29.64,74,100,overcast clouds
366,Macusani,PE,-14.0833,-70.4333,45.09,79,99,overcast clouds
367,Telford,GB,52.6766,-2.4493,43.52,81,75,broken clouds
368,Hami,CN,42.8,93.45,28.06,62,99,overcast clouds
369,Hambantota,LK,6.1241,81.1185,77.22,87,100,overcast clouds
370,Santiago De Chuco,PE,-8.15,-78.1833,61.25,67,91,moderate rain
371,Sharjah,AE,25.3573,55.4033,71.58,46,0,clear sky
372,Conde,BR,-7.2597,-34.9075,81.86,74,40,scattered clouds
373,Te Anau,NZ,-45.4167,167.7167,58.66,72,83,broken clouds
374,Lorengau,PG,-2.0226,147.2712,80.42,85,100,overcast clouds
375,Stornoway,GB,58.2093,-6.3865,38.93,91,71,broken clouds
376,Penzance,GB,50.1186,-5.5371,46.76,58,32,scattered clouds
377,Teguldet,RU,57.3064,88.1667,0.19,94,100,overcast clouds
378,Ranau,MY,5.9538,116.6641,70.45,97,100,overcast clouds
379,Provideniya,RU,64.3833,-173.3,6.91,78,90,overcast clouds
380,Coahuayana,MX,18.7333,-103.6833,90.97,41,7,clear sky
381,Srednekolymsk,RU,67.45,153.6833,-26.7,99,100,overcast clouds
382,Agadez,NE,19.75,10.25,53.53,18,18,few clouds
383,Caravelas,BR,-17.7125,-39.2481,73.0,98,100,overcast clouds
384,Okhotsk,RU,59.3833,143.3,-22.05,80,1,clear sky
385,Tessalit,ML,20.1986,1.0114,71.37,13,23,few clouds
386,Okahandja,NA,-21.9833,16.9167,80.91,19,72,broken clouds
387,Dossor,KZ,47.5272,52.9811,36.7,78,53,broken clouds
388,Bonthe,SL,7.5264,-12.505,81.41,81,0,clear sky
389,Jundia,BR,-8.9347,-35.5736,84.02,72,63,broken clouds
390,Umm Lajj,SA,25.0213,37.2685,68.67,45,43,scattered clouds
391,Sitka,US,57.0531,-135.33,36.19,88,100,moderate rain
392,Bauchi,NG,10.5,10.0,68.41,17,100,overcast clouds
393,Nicoya,CR,10.1483,-85.452,90.95,61,57,broken clouds
394,Srikakulam,IN,18.3,83.9,74.3,78,79,broken clouds
395,Filingue,NE,14.3521,3.3168,76.03,12,34,scattered clouds
396,Tommot,RU,58.9564,126.2925,17.64,98,100,light snow
397,Esperance,AU,-33.8667,121.9,57.04,75,0,clear sky
398,Mulchen,CL,-37.7167,-72.2333,91.26,16,4,clear sky
399,Novoplatnirovskaya,RU,46.1065,39.4191,49.51,71,100,overcast clouds
400,Rey Bouba,CM,8.6724,14.1786,77.52,21,53,broken clouds
401,Syamzha,RU,60.0158,41.0614,-5.48,100,80,broken clouds
402,Nahariyya,IL,33.0059,35.0941,59.99,84,77,broken clouds
403,Beihai,CN,21.4833,109.1,66.7,84,100,overcast clouds
404,Qiongshan,CN,20.0058,110.3542,69.78,88,0,clear sky
405,Talaya,RU,61.3833,152.75,-43.69,100,90,overcast clouds
406,Jieshou,CN,33.2634,115.3611,43.65,75,8,clear sky
407,Banda Aceh,ID,5.5577,95.3222,77.74,85,100,overcast clouds
408,Yambio,SS,4.5721,28.3955,75.34,47,93,overcast clouds
409,Genthin,DE,52.4,12.1667,34.72,93,100,light rain
410,Stokmarknes,NO,68.5646,14.9108,24.76,63,0,clear sky
411,Rocha,UY,-34.4833,-54.3333,71.65,55,46,scattered clouds
412,Alice Springs,AU,-23.7,133.8833,65.75,55,90,overcast clouds
413,Lantawan,PH,10.6167,123.9833,76.69,92,100,moderate rain
414,Caucaia,BR,-3.7361,-38.6531,86.07,75,0,clear sky
415,Katsuura,JP,35.1333,140.3,52.2,77,99,overcast clouds
416,Mudgee,AU,-32.5943,149.5871,59.79,94,90,light intensity shower rain
417,Siverskiy,RU,59.3544,30.0783,9.48,99,76,broken clouds
418,Liezen,AT,47.5667,14.2333,28.63,94,100,overcast clouds
419,Doha,QA,25.2867,51.5333,71.58,73,0,clear sky
420,Jaciara,BR,-15.9653,-54.9683,81.97,71,41,light rain
421,Rincon,US,32.296,-81.2354,66.16,89,99,overcast clouds
422,Vernon,CA,50.2581,-119.2691,38.8,75,100,overcast clouds
423,Ormara,PK,25.2088,64.6357,71.67,57,0,clear sky
424,Capitan Bado,PY,-23.2667,-55.5333,83.37,37,2,clear sky
425,Vila Velha,BR,-20.3297,-40.2925,71.55,95,90,overcast clouds
426,Onega,RU,63.9061,38.1404,10.81,97,97,overcast clouds
427,Barcelona,ES,41.3888,2.159,50.76,52,20,few clouds
428,Atambua,ID,-9.1061,124.8925,73.92,86,100,overcast clouds
429,Coquimbo,CL,-29.9533,-71.3436,65.93,63,0,clear sky
430,Macapa,BR,0.0389,-51.0664,82.38,78,75,light rain
431,Mujiayingzi,CN,42.1167,118.7833,32.95,46,100,light snow
432,Maceio,BR,-9.6658,-35.7353,85.44,70,20,few clouds
433,Aki,JP,33.5,133.9,44.46,74,0,clear sky
434,Aksu,CN,41.1231,80.2644,27.66,46,2,clear sky
435,Kanniyakumari,IN,8.0833,77.5667,79.52,80,5,clear sky
436,San Vicente De Canete,PE,-13.0751,-76.3835,70.03,80,100,overcast clouds
437,Iranshahr,IR,27.2025,60.6848,55.74,22,0,clear sky
438,Nantucket,US,41.2835,-70.0995,38.14,88,100,light rain
439,Hay River,CA,60.8156,-115.7999,4.98,85,90,light snow
440,Meulaboh,ID,4.1363,96.1285,77.04,88,99,overcast clouds
441,Cabedelo,BR,-6.9811,-34.8339,83.07,75,8,clear sky
442,Yenagoa,NG,4.9247,6.2642,78.94,82,7,clear sky
443,Yaan,NG,7.3833,8.5667,81.99,19,98,overcast clouds
444,Boa Vista,BR,2.8197,-60.6733,93.18,43,75,broken clouds
445,La Peca,PE,-5.6111,-78.435,85.21,53,98,light rain
446,Port Augusta,AU,-32.5,137.7667,55.54,56,0,clear sky
447,Champerico,GT,14.3,-91.9167,95.54,64,100,overcast clouds
448,Bedesa,ET,8.9,40.7833,59.32,30,12,few clouds
449,Vilyuysk,RU,63.7553,121.6247,-27.53,99,100,overcast clouds
450,Makakilo City,US,21.3469,-158.0858,74.68,80,42,scattered clouds
451,Bilma,NE,18.6853,12.9164,63.91,13,25,scattered clouds
452,Verkhniy Avzyan,RU,53.5289,57.5372,9.0,95,100,overcast clouds
453,Ereymentau,KZ,51.6199,73.1033,-13.65,97,6,clear sky
454,San Patricio,US,28.017,-97.5169,81.05,45,42,scattered clouds
455,Shenjiamen,CN,29.9576,122.298,58.19,74,100,overcast clouds
456,Bon Accord,CA,53.8335,-113.4187,35.38,73,75,broken clouds
457,Cuamba,MZ,-14.8031,36.5372,82.87,43,96,overcast clouds
458,Le Havre,FR,49.4938,0.1077,39.9,87,20,few clouds
459,Kamenka,RU,51.3223,42.7678,36.75,83,100,overcast clouds
460,Killybegs,IE,54.6333,-8.45,46.11,63,90,overcast clouds
461,Ust-Maya,RU,60.4167,134.5333,-11.54,98,100,overcast clouds
462,Homer,US,59.6425,-151.5483,29.77,95,98,overcast clouds
463,Maltahohe,NA,-24.8333,16.9833,72.55,22,0,clear sky
464,Dongzhen,CN,22.3797,110.9389,63.09,72,44,scattered clouds
465,Magomeni,TZ,-6.8,39.25,75.85,91,98,light rain
466,Shubarshi,KZ,48.5872,57.1869,23.36,53,100,overcast clouds
467,Tarauaca,BR,-8.1614,-70.7656,83.25,82,90,overcast clouds
468,Nelson Bay,AU,-32.7167,152.15,67.95,91,96,overcast clouds
469,Hobyo,SO,5.3505,48.5268,78.33,75,99,overcast clouds
470,Kiruna,SE,67.8557,20.2251,0.52,85,90,light snow
471,Yeppoon,AU,-23.1333,150.7333,78.58,78,96,overcast clouds
472,Lata,PT,40.1629,-8.3327,52.92,86,90,overcast clouds
473,Okha,RU,53.5739,142.9478,11.28,91,73,broken clouds
474,Fortuna,US,40.5982,-124.1573,56.19,73,90,overcast clouds
475,Kutum,SD,14.2,24.6667,61.54,19,1,clear sky
476,Severodvinsk,RU,64.5635,39.8302,10.51,97,98,overcast clouds
477,Ise,JP,34.4833,136.7,51.12,70,0,clear sky
478,Tautira,PF,-17.7333,-149.15,82.42,71,45,scattered clouds
479,Key Biscayne,US,25.6937,-80.1628,87.03,75,5,clear sky
480,Blagodatnoye,RU,45.3997,42.5867,45.52,86,100,overcast clouds
481,North Bend,US,43.4065,-124.2243,49.86,97,100,overcast clouds
482,Storforshei,NO,66.4043,14.5233,1.2,92,20,few clouds
483,Tambun,ID,-6.2641,107.0712,79.48,100,40,mist
484,Bangkal,PH,6.0667,121.0667,79.29,88,100,overcast clouds
485,Portage,US,41.1667,-81.1998,30.52,74,90,overcast clouds
486,Shelburne,CA,44.0787,-80.2041,25.27,86,100,overcast clouds
487,Panaba,MX,21.2833,-88.2667,89.53,46,97,overcast clouds
488,Gazojak,TM,41.1875,61.4036,39.92,66,2,clear sky
489,Silver City,US,32.7701,-108.2803,60.76,25,1,clear sky
490,Touros,BR,-5.1989,-35.4608,85.1,75,27,scattered clouds
491,Lamu,KE,-2.2717,40.902,80.37,77,91,light rain
492,Byron Bay,AU,-28.65,153.6167,76.05,83,7,clear sky
493,Egvekinot,RU,66.3167,-179.1667,-9.94,85,96,overcast clouds
494,Lompoc,US,34.6391,-120.4579,69.78,73,4,clear sky
495,Severobaykalsk,RU,55.65,109.3167,13.89,79,59,broken clouds
496,Waipawa,NZ,-41.4122,175.5153,65.03,71,84,light rain
497,Dunedin,NZ,-45.8742,170.5036,56.62,84,100,overcast clouds
498,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,68,40,scattered clouds
499,Gornopravdinsk,RU,60.05,69.9,-4.14,97,18,few clouds
500,Filadelfia,US,39.9523,-75.1638,41.56,53,73,broken clouds
501,Terrace,CA,54.5163,-128.6035,35.42,93,90,light snow
502,Biltine,TD,14.5333,20.9167,72.81,14,0,clear sky
503,Khorixas,NA,-20.3667,14.9667,71.01,34,77,broken clouds
504,Nouadhibou,MR,20.931,-17.0347,71.58,43,6,clear sky
505,Komsomolskiy,UZ,40.4272,71.7189,38.12,70,0,mist
506,Mount Pleasant,US,32.7941,-79.8626,63.0,97,90,overcast clouds
507,Bajna,IN,27.9,77.6833,58.64,48,3,clear sky
508,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,87.8,65,100,overcast clouds
509,Lakes Entrance,AU,-37.8811,147.981,56.16,90,100,light rain
510,Pisco,PE,-13.7,-76.2167,69.03,84,99,overcast clouds
511,Chiknayakanhalli,IN,13.4172,76.6228,68.7,85,67,broken clouds
512,Solnechnyy,RU,50.7214,136.6319,13.05,91,45,scattered clouds
513,Flin Flon,CA,54.7682,-101.865,-0.56,78,90,light snow
514,Barentin,FR,49.5453,0.9552,39.13,86,59,broken clouds
515,Cockburn Town,TC,21.4612,-71.1419,80.01,73,58,broken clouds
516,Port Macquarie,AU,-31.4333,152.9167,65.89,92,97,light rain
517,Quesnel,CA,52.9999,-122.5029,28.9,80,20,few clouds
518,Hutchinson,US,38.0608,-97.9298,56.52,28,90,overcast clouds
519,Kudahuvadhoo,MV,2.6708,72.8944,81.68,78,100,overcast clouds
520,Candido De Abreu,BR,-24.5669,-51.3333,78.78,39,2,clear sky
521,Grindavik,IS,63.8424,-22.4338,36.07,87,75,broken clouds
522,Palmer,US,42.1584,-72.3287,35.85,63,100,overcast clouds
523,Beloha,MG,-25.1667,45.05,72.86,90,91,overcast clouds
524,Qeshm,IR,26.9581,56.2719,57.07,43,76,broken clouds
525,Abalak,RU,58.1286,68.5944,2.5,93,64,broken clouds
526,Cap Malheureux,MU,-19.9842,57.6142,78.48,71,18,few clouds
527,Aksarka,RU,66.5606,67.7975,15.06,80,100,overcast clouds
528,Dalbandin,PK,28.8947,64.4101,51.03,25,0,clear sky
529,Tulle,FR,45.3333,1.8333,35.98,98,97,overcast clouds
530,Yartsevo,RU,55.0667,32.6964,9.14,88,38,scattered clouds
531,Troitsk,RU,54.0979,61.5773,14.72,81,99,overcast clouds
532,Mao,ES,39.8885,4.2658,54.16,43,20,few clouds
533,Necochea,AR,-38.5473,-58.7368,73.58,52,100,overcast clouds
534,Skibbereen,IE,51.55,-9.2667,40.8,68,68,broken clouds
535,Pimenta Bueno,BR,-11.6725,-61.1936,82.02,81,97,overcast clouds
536,Isla Vista,US,34.4133,-119.861,73.35,72,2,clear sky
537,Dukat,RU,62.55,155.55,-36.49,97,100,overcast clouds
538,Acarau,BR,-2.8856,-40.12,82.42,72,18,few clouds
539,Umm Kaddadah,SD,13.6017,26.6876,68.41,17,0,clear sky
540,Sinjar,IQ,36.3209,41.8754,52.14,48,34,scattered clouds
541,Hitoyoshi,JP,32.2167,130.75,45.64,68,0,clear sky
542,Zacatepec,MX,18.65,-99.2,90.64,27,27,scattered clouds
543,Yelan-Kolenovskiy,RU,51.1632,41.151,39.45,91,100,overcast clouds
544,Kushiro,JP,42.975,144.3747,33.57,73,100,overcast clouds
545,Mozarlandia,BR,-14.7447,-50.5706,81.09,75,96,overcast clouds
546,Arcachon,FR,44.5875,-1.0519,42.85,87,75,broken clouds
547,Road Town,VG,18.4167,-64.6167,84.24,65,40,scattered clouds
548,High Prairie,CA,55.4334,-116.4858,27.72,67,37,scattered clouds
549,Tvoroyri,FO,61.5556,-6.8111,38.59,84,98,overcast clouds
550,Uyuni,BO,-20.4597,-66.825,63.99,35,99,overcast clouds
551,Jiayuguan,CN,39.8167,98.3,29.53,39,98,overcast clouds
552,Mamallapuram,IN,12.6264,80.1722,82.06,80,2,clear sky
553,Aquiraz,BR,-3.9014,-38.3911,86.22,65,62,broken clouds
554,Ust-Kuyga,RU,70.0167,135.6,-29.78,97,100,overcast clouds
555,Kangaatsiaq,GL,68.3065,-53.4641,19.67,72,100,overcast clouds
556,Baracoa,CU,20.3467,-74.4958,80.58,70,6,clear sky
557,Katakwi,UG,1.8911,33.9661,72.99,47,100,overcast clouds
558,Binucayan,PH,8.25,125.7167,69.89,92,100,overcast clouds
559,Pacific Grove,US,36.6177,-121.9166,63.43,90,90,overcast clouds
560,Oistins,BB,13.0667,-59.5333,79.36,76,100,overcast clouds
561,Carutapera,BR,-1.195,-46.02,80.78,80,62,broken clouds
562,Son La,VN,21.3167,103.9,50.58,93,0,clear sky
563,Dubbo,AU,-32.25,148.6167,59.13,77,66,broken clouds
564,Pilar,BR,-9.5972,-35.9567,79.16,73,26,scattered clouds
565,Singkang,MY,2.1006,102.7994,72.52,94,100,overcast clouds
566,Axim,GH,4.8699,-2.2405,80.02,83,6,clear sky
567,Havre-Saint-Pierre,CA,50.2334,-63.5986,15.55,68,83,broken clouds
568,Guaruja,BR,-23.9931,-46.2564,74.89,26,20,few clouds
569,Kitimat,CA,54.0524,-128.6534,35.91,61,97,moderate rain
570,Majene,ID,-3.5403,118.9707,76.96,81,100,overcast clouds
571,Matara,LK,5.9485,80.5353,75.76,91,100,overcast clouds
572,Solano,US,38.2333,-121.9511,57.11,93,90,mist
573,Milverton,CA,43.5668,-80.9164,27.45,84,100,overcast clouds
574,Broome,US,42.2506,-75.833,32.83,76,90,light snow
575,Santa Marta De Tormes,ES,40.9506,-5.6272,39.45,93,20,few clouds
576,Chokwe,MZ,-24.5333,32.9833,74.3,90,99,overcast clouds
577,Ayame,CI,5.6083,-3.1563,77.32,86,15,few clouds
578,Mbini,GQ,1.574,9.6134,80.37,83,100,overcast clouds
579,Livingston,GB,55.9029,-3.5226,40.12,88,75,broken clouds
580,Sorong,ID,-0.8833,131.25,80.87,80,100,overcast clouds
581,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.77,91,100,overcast clouds
582,Tarata,BO,-17.6167,-66.0167,65.41,59,91,light rain
583,Labuan,MY,5.2767,115.2417,77.16,81,96,overcast clouds
584,Batsfjord,NO,70.6345,29.7185,15.73,72,8,clear sky
585,Zory,PL,50.0452,18.7006,28.99,93,100,overcast clouds
586,Qingdao,CN,36.0986,120.3719,48.36,77,100,overcast clouds
587,Hervey Bay,AU,-25.2986,152.8535,77.02,89,20,few clouds
588,Saint George,US,37.1041,-113.5841,57.63,61,90,overcast clouds
589,Bridgetown,BB,13.1,-59.6167,80.04,76,100,overcast clouds
590,Kasongo,CD,-4.45,26.6667,67.86,99,100,overcast clouds
591,Avera,US,33.194,-82.5271,54.45,74,70,broken clouds
592,Tungor,RU,53.3808,142.9564,11.86,90,65,broken clouds
593,Lavrentiya,RU,65.5833,-171.0,-8.09,95,56,broken clouds
594,Bentong,MY,3.5181,101.9079,77.45,97,100,overcast clouds
595,Altamira,BR,-3.2033,-52.2064,79.63,81,90,overcast clouds
596,Tazovskiy,RU,67.4667,78.7,15.69,82,98,overcast clouds
597,Muborak,UZ,39.2553,65.1528,44.76,52,0,clear sky
598,Stromness,GB,58.965,-3.296,43.05,71,100,overcast clouds
599,Poltava,UA,49.5937,34.5407,39.31,96,99,overcast clouds
600,Brownsville,US,25.9018,-97.4975,77.0,84,90,overcast clouds
601,Tongchuan,CN,35.0806,109.0897,36.63,63,0,clear sky
602,Bodden Town,KY,19.2833,-81.25,84.97,75,40,scattered clouds
603,Dongsheng,CN,39.8161,109.9776,26.22,52,1,clear sky
604,La Reforma,MX,25.0833,-108.05,91.74,25,66,broken clouds
605,Puteyets,RU,65.1716,57.091,-10.57,100,63,broken clouds
606,Nanortalik,GL,60.1432,-45.2371,26.28,82,97,overcast clouds
607,Portland,US,45.5234,-122.6762,50.58,77,40,scattered clouds
608,Yinchuan,CN,38.4681,106.2731,32.54,37,0,clear sky
609,Ambilobe,MG,-13.2,49.05,73.22,82,28,scattered clouds
610,Fukue,JP,32.6881,128.8419,57.83,60,1,clear sky
611,Khorramabad,IR,33.4878,48.3558,51.84,45,100,overcast clouds
612,Coromandel,BR,-18.4733,-47.2003,72.81,61,15,few clouds
613,Kashmor,PK,28.4333,69.5833,61.81,28,0,clear sky
614,La Union,PE,-5.4,-80.75,82.26,50,82,broken clouds
615,Ambovombe,MG,-25.1667,46.0833,75.18,79,72,broken clouds
616,Chihuahua,MX,28.5,-106.0,67.03,16,89,overcast clouds
617,New Baltimore,US,42.6811,-82.7369,33.15,66,42,scattered clouds
618,Namtsy,RU,62.7161,129.6658,-25.49,99,100,overcast clouds
619,Powell River,CA,49.8496,-124.5361,42.04,67,40,scattered clouds
620,Kungurtug,RU,50.5994,97.5228,11.39,92,100,light snow
621,Atar,MR,20.5169,-13.0499,70.63,12,68,broken clouds
622,Kirakira,SB,-10.4544,161.9205,82.09,85,99,overcast clouds
623,Khandyga,RU,62.6667,135.6,-18.58,96,100,overcast clouds
624,Samarai,PG,-10.6167,150.6667,82.09,80,100,overcast clouds
625,Harper,LR,4.375,-7.7169,80.29,82,59,broken clouds
626,Adre,TD,13.4667,22.2,70.07,16,0,clear sky
627,Moyale,KE,3.5167,39.0584,68.77,72,19,few clouds
628,Sobolevo,RU,54.4299,31.8996,10.99,87,73,broken clouds
629,Yelan-Koleno,RU,51.1523,41.2306,39.47,91,100,overcast clouds
630,Thiruvananthapuram,IN,8.4833,76.9167,80.58,83,20,mist
631,Baie-Saint-Paul,CA,47.4411,-70.4986,17.06,69,100,overcast clouds
632,Sola,VU,-13.8833,167.55,81.72,77,100,overcast clouds
633,Bilibino,RU,68.0546,166.4372,-40.43,99,99,overcast clouds
634,Istok,XK,42.7808,20.4875,31.12,91,50,scattered clouds
635,Sosnovo-Ozerskoye,RU,52.5249,111.5418,7.59,95,85,overcast clouds
636,Balykshi,KZ,47.0667,51.8667,33.8,75,0,clear sky
637,Shostka,UA,51.863,33.4698,31.33,97,100,light snow
638,Barkhan,PK,29.8977,69.5256,45.99,27,0,clear sky
639,Petrivka,UA,46.9695,30.9591,41.45,93,100,overcast clouds
640,Jamadoba,IN,23.7167,86.4,67.21,50,0,clear sky
641,Natal,BR,-5.795,-35.2094,83.05,74,40,scattered clouds
642,Taksimo,RU,56.3444,114.8794,7.75,85,65,broken clouds
643,Atlantic Beach,US,30.3344,-81.3987,78.91,68,90,overcast clouds
644,Limay,PH,14.5333,120.55,74.34,74,100,overcast clouds
645,Karratha,AU,-20.7377,116.8463,87.13,42,18,few clouds
646,Boras,SE,57.721,12.9401,31.82,87,100,overcast clouds
647,Cayenne,GF,4.9333,-52.3333,77.09,85,90,moderate rain
648,General Pico,AR,-35.6566,-63.7568,76.87,49,99,overcast clouds
649,Neryungri,RU,56.6709,124.6491,11.23,94,100,light snow
650,Balikpapan,ID,-1.2675,116.8289,75.38,90,99,overcast clouds
651,Tamale,GH,9.4008,-0.8393,84.54,16,5,clear sky
652,Epe,NG,6.5841,3.9834,78.71,83,34,scattered clouds
653,Port-Cartier,CA,50.0334,-66.8654,4.75,75,92,overcast clouds
654,Mayya,RU,61.7333,130.2811,-25.69,98,100,overcast clouds
655,Kieta,PG,-6.2167,155.6333,80.98,84,100,overcast clouds
656,Pizarro,CO,4.9533,-77.366,80.02,84,97,light rain
657,Vestmanna,FO,62.1564,-7.1664,36.52,93,75,broken clouds
658,Kerva,RU,55.6117,39.5766,18.07,95,100,light snow
659,Goure,NE,13.9835,10.2704,70.02,15,11,few clouds
660,San Jose,US,37.3394,-121.895,60.91,84,90,overcast clouds
661,Fengzhen,CN,40.4394,113.1536,27.21,88,100,overcast clouds
662,Hualmay,PE,-11.0964,-77.6139,70.45,78,87,overcast clouds
663,Pomerode,BR,-26.7406,-49.1769,73.22,63,35,scattered clouds
664,Cumra,TR,37.5732,32.7745,42.94,80,100,overcast clouds
665,Lingyuan,CN,41.24,119.4011,32.58,59,100,light snow
666,Bac Lieu,VN,9.285,105.7244,75.69,79,100,overcast clouds
667,Skagen,DK,57.7209,10.5839,32.27,95,100,overcast clouds
668,San Quintin,MX,30.4833,-115.95,64.98,68,73,broken clouds
669,Ulety,RU,51.3572,112.4849,17.17,85,16,few clouds
670,Kristianstad,SE,56.0313,14.1524,34.18,94,90,overcast clouds
671,Mantua,IT,45.1667,10.7833,41.34,90,100,overcast clouds
672,Monte Alegre De Minas,BR,-18.8706,-48.8808,75.76,58,52,broken clouds
673,Gorin,RU,51.1983,136.6669,8.55,96,75,broken clouds
674,Fort Nelson,CA,58.8053,-122.7002,19.89,92,100,overcast clouds
675,Xuddur,SO,4.1213,43.8894,78.33,40,99,overcast clouds
676,Puerto Madryn,AR,-42.7692,-65.0385,58.75,47,74,broken clouds
677,Vila,PT,42.0304,-8.1588,40.33,93,100,overcast clouds
678,Yar-Sale,RU,66.8333,70.8333,16.84,79,100,overcast clouds
679,Nagua,DO,19.3832,-69.8474,85.44,70,20,few clouds
680,Deming,US,32.2687,-107.7586,66.38,22,100,overcast clouds
681,Balta,UA,47.9355,29.6198,37.67,92,100,overcast clouds
682,Artyshta,RU,54.1222,86.2909,-12.1,99,81,broken clouds
683,Placido De Castro,BR,-10.3353,-67.1856,84.65,68,95,overcast clouds
684,Mizan Teferi,ET,6.9833,35.5833,64.65,64,17,few clouds
685,Usinsk,RU,65.9939,57.5281,-11.67,99,15,few clouds
686,Dudinka,RU,69.4058,86.1778,7.0,96,100,light snow
687,Mayo,US,38.8876,-76.5119,44.19,69,1,clear sky
688,Yoichi,JP,43.2039,140.7703,37.4,69,2,clear sky
689,Mercedes,AR,-34.6515,-59.4307,84.85,19,81,broken clouds
690,Moba,CN,33.2288,105.0179,31.33,96,16,few clouds
691,Kolokani,ML,13.5728,-8.0339,76.24,16,11,few clouds
692,Tarquinia,IT,42.2482,11.7553,56.21,88,100,overcast clouds
693,Fasa,IR,28.9383,53.6482,51.33,28,100,overcast clouds
694,Katobu,ID,-4.9408,122.5276,74.62,95,95,overcast clouds
695,Olinda,BR,-8.0089,-34.8553,83.93,70,75,broken clouds
696,Bansbaria,IN,22.9719,88.3994,69.69,75,14,few clouds
697,Gratkorn,AT,47.1497,15.3655,30.36,79,90,snow
698,Colonia,DE,50.9333,6.95,41.56,82,75,broken clouds
699,Potam,MX,27.6,-110.3833,75.79,26,100,overcast clouds
700,Westerly,US,41.3776,-71.8273,39.11,90,90,mist
701,Utevka,RU,52.9035,50.9495,28.67,89,100,overcast clouds
702,Kawalu,ID,-7.3817,108.2082,73.96,95,100,overcast clouds
703,Soligalich,RU,59.0778,42.2864,-3.82,100,73,broken clouds
